,cycle,host biomass,virus mass,ATPM,VBOF
0,0.0,5e-06,0.0,0.94530420529,0.017565979994
1,0.01,4.7265210265e-06,8.782989997e-10,0.94530420529,0.017565979994
2,0.02,4.4680002027e-06,1.7085587376271934e-09,0.94530420529,0.017565979994
3,0.03,4.2236193809e-06,2.4934067593653548e-09,0.94530420529,0.017565979994
4,0.04,3.9926051623e-06,3.2353268948369554e-09,0.94530420529,0.017565979994
5,0.05,3.77422645e-06,3.936667118885985e-09,0.94530420529,0.017565979994
6,0.06,3.5677921349e-06,4.599646982021241e-09,0.94530420529,0.017565979994
7,0.07,3.3726489088e-06,5.22636463466528e-09,0.94530420529,0.017565979994
8,0.08,3.1881791964e-06,5.818803467252948e-09,0.94530420529,0.017565979994
9,0.09,3.0137992016e-06,6.3788383870654415e-09,0.94530420529,0.017565979994
10,0.1,2.8489570592e-06,6.908241751877829e-09,0.94530420529,0.017565979994
11,0.11,2.6931310888e-06,7.408688978934552e-09,0.94530420529,0.017565979994
12,0.12,2.5458281436e-06,7.881763847205354e-09,0.94530420529,0.017565979994
13,0.13,2.4065820501e-06,8.328963509591753e-09,0.94530420529,0.017565979994
14,0.14,2.2749521324e-06,8.751703231051514e-09,0.94530420529,0.017565979994
15,0.15,2.1505218176e-06,9.151320867501975e-09,0.94530420529,0.017565979994
16,0.16,2.0328973177e-06,9.529081099748196e-09,0.94530420529,0.017565979994
17,0.17,1.9217063834e-06,9.88617943587394e-09,0.94530420529,0.017565979994
18,0.18,1.8165971255e-06,1.0223745994725406e-08,0.94530420529,0.017565979994
19,0.19,1.7172369021e-06,1.0542849082362316e-08,0.94530420529,0.017565979994
20,0.2,1.623311265e-06,1.0844498573034787e-08,0.94530420529,0.017565979994
21,0.21,1.5345229653e-06,1.1129649105085035e-08,0.94530420529,0.017565979994
22,0.22,1.4505910123e-06,1.1399203102172969e-08,0.94530420529,0.017565979994
23,0.23,1.371249784e-06,1.1654013629188349e-08,0.94530420529,0.017565979994
24,0.24,1.2962481874e-06,1.1894887091913557e-08,0.94530420529,0.017565979994
25,0.25,1.2253488626e-06,1.212258578918483e-08,0.94530420529,0.017565979994
26,0.26,1.1583274328e-06,1.2337830325245852e-08,0.94530420529,0.017565979994
27,0.27,1.0949717933e-06,1.2541301890356513e-08,0.94530420529,0.017565979994
28,0.28,1.0350814409e-06,1.2733644416507535e-08,0.94530420529,0.017565979994
29,0.29,9.7846683891e-07,1.2915466615337636e-08,0.94530420529,0.017565979994
30,0.3,9.2494881756e-07,1.308734390450849e-08,0.94530420529,0.017565979994
31,0.31,8.7435800692e-07,1.3249820228755819e-08,0.94530420529,0.017565979994
32,0.32,8.2653430087e-07,1.3403409781327323e-08,0.94530420529,0.017565979994
33,0.33,7.8132635044e-07,1.3548598631261695e-08,0.94530420529,0.017565979994
34,0.34,7.3859108477e-07,1.3685846261667837e-08,0.94530420529,0.017565979994
35,0.35000000000000003,6.9819325843e-07,1.3815587023856001e-08,0.94530420529,0.017565979994
36,0.36,6.600050233e-07,1.3938231511951272e-08,0.94530420529,0.017565979994
37,0.37,6.2390552404e-07,1.4054167862303545e-08,0.94530420529,0.017565979994
38,0.38,5.8978051558e-07,1.4163762981837872e-08,0.94530420529,0.017565979994
39,0.39,5.5752200158e-07,1.4267363709213166e-08,0.94530420529,0.017565979994
40,0.4,5.2702789264e-07,1.4365297912472857e-08,0.94530420529,0.017565979994
41,0.41000000000000003,4.9820168322e-07,1.44578755266568e-08,0.94530420529,0.017565979994
42,0.42,4.7095214623e-07,1.4545389534660996e-08,0.94530420529,0.017565979994
43,0.43,4.4519304432e-07,1.4628116894449072e-08,0.94530420529,0.017565979994
44,0.44,4.2084285697e-07,1.4706319415549002e-08,0.94530420529,0.017565979994
45,0.45,3.9782452246e-07,1.4780244587610531e-08,0.94530420529,0.017565979994
46,0.46,3.7606519405e-07,1.485012636363708e-08,0.94530420529,0.017565979994
47,0.47000000000000003,3.554960094e-07,1.49161859003883e-08,0.94530420529,0.017565979994
48,0.48,3.3605187265e-07,1.497863225827897e-08,0.94530420529,0.017565979994
49,0.49,3.1767124841e-07,1.5037663062998132e-08,0.94530420529,0.017565979994
50,0.5,3.0029596703e-07,1.509346513094052e-08,0.94530420529,0.017565979994
51,0.51,2.8387104046e-07,1.51462150604318e-08,0.94530420529,0.017565979994
52,0.52,2.6834448831e-07,1.5196079790607763e-08,0.94530420529,0.017565979994
53,0.53,2.5366717327e-07,1.5243217129739298e-08,0.94530420529,0.017565979994
54,0.54,2.3979264563e-07,1.5287776254647253e-08,0.94530420529,0.017565979994
55,0.55,2.2667699632e-07,1.53298981828057e-08,0.94530420529,0.017565979994
56,0.56,2.1427871786e-07,1.536971621863027e-08,0.94530420529,0.017565979994
57,0.5700000000000001,2.025585731e-07,1.540735637534096e-08,0.94530420529,0.017565979994
58,0.58,1.9147947097e-07,1.5442937773767838e-08,0.94530420529,0.017565979994
59,0.59,1.8100634913e-07,1.5476573019331045e-08,0.94530420529,0.017565979994
60,0.6,1.7110606302e-07,1.550836855840709e-08,0.94530420529,0.017565979994
61,0.61,1.6174728093e-07,1.5538425015205704e-08,0.94530420529,0.017565979994
62,0.62,1.5290038485e-07,1.5566837510214707e-08,0.94530420529,0.017565979994
63,0.63,1.4453737679e-07,1.5593695961228208e-08,0.94530420529,0.017565979994
64,0.64,1.366317901e-07,1.561908536791899e-08,0.94530420529,0.017565979994
65,0.65,1.2915860576e-07,1.56430860808334e-08,0.94530420529,0.017565979994
66,0.66,1.2209417318e-07,1.5665774055681733e-08,0.94530420529,0.017565979994
67,0.67,1.1541613535e-07,1.568722109371637e-08,0.94530420529,0.017565979994
68,0.68,1.091033581e-07,1.57074950689618e-08,0.94530420529,0.017565979994
69,0.6900000000000001,1.0313586323e-07,1.572666014301843e-08,0.94530420529,0.017565979994
70,0.7000000000000001,9.7494765223e-08,1.574477696812005e-08,0.94530420529,0.017565979994
71,0.71,9.216221156e-08,1.576190287907432e-08,0.94530420529,0.017565979994
72,0.72,8.7121326157e-08,1.5778092074718977e-08,0.94530420529,0.017565979994
73,0.73,8.2356155987e-08,1.5793395789442222e-08,0.94530420529,0.017565979994
74,0.74,7.7851620586e-08,1.5807862455326727e-08,0.94530420529,0.017565979994
75,0.75,7.3593464329e-08,1.582153785542387e-08,0.94530420529,0.017565979994
76,0.76,6.9568211312e-08,1.5834465268644795e-08,0.94530420529,0.017565979994
77,0.77,6.5763122708e-08,1.5846685606726046e-08,0.94530420529,0.017565979994
78,0.78,6.2166156449e-08,1.5858237543704362e-08,0.94530420529,0.017565979994
79,0.79,5.8765929118e-08,1.586915763830923e-08,0.94530420529,0.017565979994
80,0.8,5.5551679924e-08,1.5879480449661387e-08,0.94530420529,0.017565979994
81,0.81,5.2513236643e-08,1.5889238646643167e-08,0.94530420529,0.017565979994
82,0.8200000000000001,4.9640983432e-08,1.5898463111286077e-08,0.94530420529,0.017565979994
83,0.8300000000000001,4.6925830393e-08,1.5907183036504566e-08,0.94530420529,0.017565979994
84,0.84,4.4359184808e-08,1.5915426018483418e-08,0.94530420529,0.017565979994
85,0.85,4.1932923942e-08,1.5923218144012293e-08,0.94530420529,0.017565979994
86,0.86,3.9639369343e-08,1.5930584073042846e-08,0.94530420529,0.017565979994
87,0.87,3.7471262535e-08,1.5937547116731385e-08,0.94530420529,0.017565979994
88,0.88,3.5421742052e-08,1.594412931121178e-08,0.94530420529,0.017565979994
89,0.89,3.3484321721e-08,1.5950351487334163e-08,0.94530420529,0.017565979994
90,0.9,3.1652870134e-08,1.59562333365888e-08,0.94530420529,0.017565979994
91,0.91,2.9921591247e-08,1.5961793473424066e-08,0.94530420529,0.017565979994
92,0.92,2.8285006035e-08,1.59670494941564e-08,0.94530420529,0.017565979994
93,0.93,2.6737935152e-08,1.597201803265781e-08,0.94530420529,0.017565979994
94,0.9400000000000001,2.527548254e-08,1.597671481299742e-08,0.94530420529,0.017565979994
95,0.9500000000000001,2.3893019936e-08,1.5981154699203783e-08,0.94530420529,0.017565979994
96,0.96,2.2586172222e-08,1.5985351742305704e-08,0.94530420529,0.017565979994
97,0.97,2.1350803583e-08,1.598931922479963e-08,0.94530420529,0.017565979994
98,0.98,2.0183004414e-08,1.5993069702685578e-08,0.94530420529,0.017565979994
99,0.99,1.9079078948e-08,1.5996615045203128e-08,0.94530420529,0.017565979994
